budget,genres,original_language,revenue,runtime,title,director
7000000,['Drama'],en,0,99.0,Redbelt,['David Mamet']
7000000,"['Comedy', 'Drama', 'Romance']",en,0,91.0,Cyrus,"['Jay Duplass', 'Mark Duplass']"
0,"['Drama', 'Family']",en,0,96.0,A Dog Of Flanders,['Kevin Brodie']
7000000,"['Drama', 'Crime']",en,2062066,104.0,Auto Focus,['Paul Schrader']
7000000,['Drama'],en,0,90.0,Factory Girl,['George Hickenlooper']
7000000,"['Drama', 'Thriller']",en,6038942,112.0,We Need to Talk About Kevin,['Lynne Ramsay']
0,"['Drama', 'Family']",en,0,100.0,The Christmas Candle,['John Stephenson']
7000000,"['Action', 'Drama']",en,0,102.0,The Mighty Macs,['Tim Chambers']
7000000,['Comedy'],en,1246141,100.0,Losin' It,['Curtis Hanson']
7000000,"['Drama', 'Romance']",en,0,125.0,Mother and Child,['Rodrigo García']
0,"['Action', 'Adventure', 'Drama', 'War']",en,0,107.0,March or Die,['Dick Richards']
0,"['Fantasy', 'Comedy', 'Science Fiction']",fr,0,107.0,The Visitors,['Jean-Marie Poiré']
8000000,"['Comedy', 'Drama']",en,0,98.0,Somewhere,['Sofia Coppola']
7000000,"['Comedy', 'Drama']",en,1429299,106.0,I Hope They Serve Beer in Hell,['Bob Gosse']
0,['Comedy'],en,0,95.0,Chairman of the Board,['Alex Zamm']
7000000,['Drama'],en,382946,106.0,Hesher,['Spencer Susser']
0,"['Comedy', 'Crime', 'Drama']",en,523511,93.0,Dom Hemingway,['Richard Shepard']
3500000,"['Mystery', 'Drama', 'Adventure']",en,0,103.0,Gerry,['Gus Van Sant']
7000000,"['Drama', 'Romance']",en,0,96.0,The Heart of Me,"[""Thaddeus O'Sullivan""]"
7000000,"['Romance', 'Drama']",en,573335,103.0,Freeheld,['Peter Sollett']
7000000,['Comedy'],en,453079,108.0,The Extra Man,"['Shari Springer Berman', 'Robert Pulcini']"
7000000,"['Drama', 'Science Fiction']",ru,1310673,170.0,Hard to Be a God,['Aleksey German']
7000000,"['Crime', 'Thriller', 'Comedy']",en,46488,108.0,Ca$h,['Stephen Milburn Anderson']
0,['Drama'],en,0,120.0,Wah-Wah,['Richard E. Grant']
6000000,"['Action', 'Thriller', 'Crime']",en,30471,108.0,The Boondock Saints,['Troy Duffy']
0,"['Crime', 'Thriller']",cn,0,92.0,Z Storm,['David Lam']
7000000,"['Horror', 'Thriller']",en,0,84.0,Twixt,['Francis Ford Coppola']
7000000,"['Animation', 'Fantasy']",ru,12400000,76.0,The Snow Queen,"['Vladlen Barbe', 'Maksim Sveshnikov']"
0,"['Family', 'Animation', 'Comedy', 'Adventure']",en,0,53.0,Alpha and Omega: The Legend of the Saw Tooth Cave,['Richard Rich']
0,"['Romance', 'Western']",en,41410568,115.0,Pale Rider,['Clint Eastwood']
7000000,"['Adventure', 'Science Fiction']",en,8900000,97.0,Stargate: The Ark of Truth,['Robert C. Cooper']
6900000,"['Comedy', 'Drama']",en,7993039,102.0,Dazed and Confused,['Richard Linklater']
0,"['Comedy', 'Drama', 'Family', 'Music']",en,7000000,104.0,High School Musical 2,['Kenny Ortega']
0,"['Drama', 'Romance']",en,0,96.0,Two Lovers and a Bear,['Kim Nguyen']
7000000,"['Thriller', 'Crime', 'Drama']",en,0,94.0,Criminal Activities,['Jackie Earle Haley']
0,"['Drama', 'History', 'Romance']",de,0,125.0,Aimee & Jaguar,['Max Färberböck']
0,"['Comedy', 'Drama']",en,0,108.0,The Chumscrubber,['Arie Posin']
6800000,"['Action', 'Thriller', 'Crime']",en,0,101.0,Shade,['Damian Nieman']
6900000,"['Horror', 'Thriller']",en,44287131,101.0,House at the End of the Street,['Mark Tonderai']
6800000,"['Drama', 'War', 'Mystery']",fr,7103838,130.0,Incendies,['Denis Villeneuve']
0,"['Drama', 'Comedy', 'Romance']",it,0,125.0,"Remember Me, My Love",['Gabriele Muccino']
0,"['Action', 'Comedy', 'Crime', 'Drama']",en,0,88.0,Perrier’s Bounty,['Ian Fitzgibbon']
4000000,"['Drama', 'Action', 'Crime']",pt,0,115.0,Elite Squad,['José Padilha']
6500000,['Horror'],en,255273813,99.0,Annabelle,['John R. Leonetti']
7,"['Comedy', 'Drama', 'Foreign', 'Romance']",en,7,82.0,Bran Nue Dae,['Rachel Perkins']
6500000,"['Crime', 'Drama']",en,57504069,112.0,Boyz n the Hood,['John Singleton']
6500000,"['Drama', 'Music']",en,54215416,108.0,La Bamba,['Luis Valdez']
0,"['Comedy', 'Drama', 'Romance']",en,0,107.0,The Four Seasons,['Alan Alda']
6500000,"['Horror', 'Mystery', 'Thriller']",en,31899000,105.0,Dressed to Kill,['Brian De Palma']
6500000,"['Action', 'Adventure', 'Drama', 'Family']",en,0,108.0,The Adventures of Huck Finn,['Stephen Sommers']
6500000,"['Crime', 'Comedy', 'Thriller']",en,28451622,98.0,Go,['Doug Liman']
6500000,"['Comedy', 'Drama', 'Romance']",en,13368437,88.0,Friends with Money,['Nicole Holofcener']
6500000,"['Science Fiction', 'Thriller']",en,12376563,131.0,The Andromeda Strain,['Robert Wise']
0,"['Horror', 'Thriller']",en,10,91.0,Bats,['Louis Morneau']
0,['Drama'],de,0,140.0,Nowhere in Africa,['Caroline Link']
6500000,['Drama'],en,17693675,100.0,Shame,['Steve McQueen']
6500000,"['Drama', 'Thriller', 'Crime']",en,11850214,105.0,Layer Cake,['Matthew Vaughn']
6500000,['Drama'],en,2025032,100.0,The Work and the Glory II: American Zion,['Sterling Van Wagenen']
6500000,"['Drama', 'Thriller']",en,2401510,116.0,The East,['Zal Batmanglij']
6500000,"['Romance', 'Drama']",en,1548955,96.0,A Home at the End of the World,['Michael Mayer']
0,"['Drama', 'Comedy', 'Foreign']",en,0,113.0,Aberdeen,['Hans Petter Moland']
6500000,"['Drama', 'History']",en,1521261,113.0,The Messenger,['Oren Moverman']
6500000,"['Action', 'Drama', 'Thriller', 'Adventure']",en,0,102.0,Tracker,['Ian Sharp']
0,['Drama'],en,8159508,121.0,Control,['Anton Corbijn']
6400000,"['Action', 'Thriller', 'Science Fiction']",en,78371200,108.0,The Terminator,['James Cameron']
4800000,"['Comedy', 'Drama', 'Romance']",de,79384880,121.0,"Good bye, Lenin!",['Wolfgang Becker']
10000000,['Drama'],en,0,97.0,The Damned United,['Tom Hooper']
4000000,"['Comedy', 'Horror']",en,14237000,91.0,The Return of the Living Dead,"[""Dan O'Bannon""]"
6000000,"['Romance', 'Comedy']",en,2122561,94.0,Mallrats,['Kevin Smith']
6000000,['Romance'],en,181813770,110.0,Grease,['Randal Kleiser']
6000000,"['Drama', 'War', 'Action']",en,138530565,120.0,Platoon,['Oliver Stone']
6000000,['Documentary'],en,119114517,122.0,Fahrenheit 9/11,['Michael Moore']
6000000,"['History', 'Drama', 'Western', 'Crime']",en,102308889,110.0,Butch Cassidy and the Sundance Kid,['George Roy Hill']
6000000,"['Comedy', 'Family', 'Fantasy']",en,102272727,139.0,Mary Poppins,['Robert Stevenson']
6000000,['Drama'],en,0,124.0,Ordinary People,['Robert Redford']
6000000,"['Crime', 'Drama', 'Music']",en,43656822,152.0,West Side Story,"['Robert Wise', 'Jerome Robbins']"
6000000,['Comedy'],en,39846344,98.0,Caddyshack,['Harold Ramis']
0,"['Comedy', 'Drama', 'Romance']",en,0,106.0,The Brothers,['Gary Hardwick']
6000000,"['Comedy', 'Drama', 'Romance']",en,25059640,106.0,The Wood,['Rick Famuyiwa']
6000000,"['Drama', 'Crime', 'Thriller']",en,23341568,106.0,The Usual Suspects,['Bryan Singer']
8000000,"['Horror', 'Thriller']",en,22168359,89.0,A Nightmare on Elm Street 5: The Dream Child,['Stephen Hopkins']
5000000,"['Comedy', 'Romance']",en,38275483,92.0,National Lampoon’s Van Wilder,['Walt Becker']
6000000,"['Drama', 'Romance']",en,44703995,109.0,The Wrestler,['Darren Aronofsky']
6000000,['Western'],en,20400000,144.0,Duel in the Sun,['King Vidor']
0,['Comedy'],en,0,90.0,Best in Show,['Christopher Guest']
6000000,"['Science Fiction', 'Action']",en,50244700,99.0,Escape from New York,['John Carpenter']
0,"['Comedy', 'Drama']",en,0,121.0,School Daze,['Spike Lee']
6000000,"['Comedy', 'Family']",en,18197398,89.0,Daddy Day Camp,['Fred Savage']
12716953,"['Crime', 'Action', 'Comedy']",cn,18814720,113.0,Mr. Nice Guy,['Sammo Hung']
6000000,"['Comedy', 'Music']",en,18750246,91.0,A Mighty Wind,['Christopher Guest']
0,"['Comedy', 'Drama', 'Romance']",en,0,104.0,Mystic Pizza,['Donald Petrie']
6000000,"['Comedy', 'Drama', 'Fantasy', 'Romance']",en,58000000,99.0,Sliding Doors,['Peter Howitt']
6000000,"['Crime', 'Horror', 'Thriller']",en,12000000,98.0,Tales from the Hood,['Rusty Cundieff']
6000000,['Drama'],en,48027970,121.0,The Last King of Scotland,['Kevin Macdonald']
5000000,"['Horror', 'Thriller']",en,11642254,96.0,Halloween 5: The Revenge of Michael Myers,['Dominique Othenin-Girard']
5000000,"['Comedy', 'Crime', 'Drama']",en,9206470,100.0,Bernie,['Richard Linklater']
6000000,['Documentary'],en,7518876,42.0,Dolphins and Whales: Tribes of the Ocean,['Jean-Jacques Mantello']
0,"['Drama', 'Romance']",en,0,122.0,Pollock,['Ed Harris']
6000000,"['Comedy', 'Drama', 'Romance']",en,6852450,101.0,200 Cigarettes,['Risa Bramon Garcia']
6000000,"['Drama', 'Thriller']",en,13231461,96.0,The Words,"['Brian Klugman', 'Lee Sternthal']"
0,"['Comedy', 'Western']",en,0,84.0,Casa De Mi Padre,['Matt Piedmont']
6000000,"['Drama', 'Comedy']",en,6670712,104.0,City Island,['Raymond De Felitta']
6000000,"['Action', 'Comedy', 'Thriller', 'Crime']",en,19560274,96.0,The Guard,['John Michael McDonagh']
7000000,['Comedy'],en,6230276,94.0,College,['Deb Hagan']
6000000,"['Drama', 'Romance']",en,10409377,97.0,The Virgin Suicides,['Sofia Coppola']
0,"['Comedy', 'Drama']",en,0,97.0,Little Voice,['Mark Herman']
0,"['Comedy', 'Romance']",en,0,89.0,Miss March,"['Zach Cregger', 'Trevor Moore']"
5500000,"['Drama', 'Comedy']",en,5483299,120.0,Wish I Was Here,['Zach Braff']
6000000,['Comedy'],en,4398989,95.0,Simply Irresistible,['Mark Tarlov']
0,"['Comedy', 'Music']",en,0,95.0,Hedwig and the Angry Inch,['John Cameron Mitchell']
6000000,['Action'],en,3283371,99.0,Only the Strong,['Sheldon Lettich']
0,"['Mystery', 'Drama', 'Thriller', 'Horror']",en,0,96.0,Goddess of Love,['Jon Knautz']
6000000,"['Drama', 'History']",en,2944752,94.0,Shattered Glass,['Billy Ray']
6000000,"['Comedy', 'Crime', 'Thriller']",en,2025238,95.0,Novocaine,['David Atkins']
0,"['Drama', 'Thriller']",en,0,84.0,The Business of Strangers,['Patrick Stettner']
6244087,"['Adventure', 'Western']",en,638641,145.0,The Wild Bunch,['Sam Peckinpah']
6000000,['Drama'],en,2899975,99.0,The Wackness,['Jonathan Levine']
6000000,"['Thriller', 'Adventure', 'Drama', 'Crime']",en,0,110.0,The First Great Train Robbery,['Michael Crichton']
0,['Drama'],en,0,97.0,Morvern Callar,['Lynne Ramsay']
6000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",en,869325,107.0,Beastmaster 2: Through the Portal of Time,['Sylvio Tabet']
6000000,['Drama'],en,399611,97.0,The 5th Quarter,['Rick Bieber']
0,['Drama'],fr,0,104.0,The Flower of Evil,['Claude Chabrol']
6000000,['Drama'],en,0,99.0,The Greatest,['Shana Feste']
134005,"['Drama', 'History']",en,1332231,104.0,Snow Flower and the Secret Fan,['Wayne Wang']
6000000,"['Drama', 'Romance']",en,0,97.0,Come Early Morning,['Joey Lauren Adams']
0,"['Action', 'Comedy']",en,0,107.0,Lucky Break,['Peter Cattaneo']
0,['Drama'],en,0,117.0,Julia,['Fred Zinnemann']
6000000,['Comedy'],en,69497,85.0,"Surfer, Dude",['S.R. Bindler']
0,['Documentary'],en,25,152.0,Lake of Fire,['Tony Kaye']
6000000,"['Crime', 'Drama', 'Thriller']",en,0,86.0,11:14,['Greg Marcks']
0,"['Action', 'Thriller']",en,0,103.0,Men of War,['Perry Lang']
0,"['Crime', 'Mystery', 'Thriller']",en,0,87.0,Don McKay,['Jake Goldberger']
12000000,"['Crime', 'Drama', 'Thriller']",en,66351,95.0,Deadfall,['Stefan Ruzowitzky']
6000000,"['Drama', 'Family']",en,0,101.0,A Shine of Rainbows,['Vic Sarin']
6000000,"['Action', 'Thriller']",en,0,90.0,The Hit List,['William Kaufman']
0,"['Romance', 'Comedy', 'Drama']",en,0,240.0,Emma,"[""Jim O'Hanlon""]"
5952000,"['Horror', 'Mystery', 'Science Fiction']",en,2120439,87.0,Videodrome,['David Cronenberg']
5300000,"['Drama', 'Comedy', 'Romance']",fr,3897799,122.0,The Spanish Apartment,['Cédric Klapisch']
6000000,['Drama'],en,32251,86.0,Song One,['Kate Barker-Froyland']
4000000,"['Drama', 'History', 'War']",nl,530048,103.0,Winter in Wartime,['Martin Koolhoven']
0,['Comedy'],en,0,90.0,Freaky Deaky,['Charles Matthau']
5800000,"['Action', 'Drama', 'Thriller', 'War']",en,6800000,133.0,The Train,['John Frankenheimer']
0,"['Drama', 'Thriller']",en,0,91.0,Trade Of Innocents,['Christopher Bessette']
6000000,"['Action', 'Crime', 'Drama', 'Thriller']",th,27165581,108.0,The Protector,['Prachya Pinkaew']
0,['Comedy'],en,0,99.0,Stiff Upper Lips,['Gary Sinyor']
3500159,"['Comedy', 'Drama', 'Romance']",en,76578641,112.0,Bend It Like Beckham,['Gurinder Chadha']
0,['Drama'],en,0,141.0,Sunshine State,['John Sayles']
5800000,"['Action', 'Adventure', 'Drama']",en,7000000,95.0,Crossover,['Preston A. Whitmore II']
0,"['Action', 'Comedy']",en,126,139.0,Khiladi 786,['Ashish R. Mohan']
5600000,"['Thriller', 'Horror']",es,18469680,85.0,[REC]²,"['Jaume Balagueró', 'Paco Plaza']"
0,"['Comedy', 'Music', 'Family']",en,531826,105.0,Standing Ovation,['Stewart Raffill']
5500000,"['Comedy', 'Crime', 'Drama']",en,159616327,129.0,The Sting,['George Roy Hill']
5500000,"['Drama', 'History']",en,58972904,123.0,Chariots of Fire,['Hugh Hudson']
0,"['Comedy', 'Drama', 'Romance']",en,0,116.0,Diary of a Mad Black Woman,['Darren Grant']
0,['Drama'],en,0,105.0,Shine,['Scott Hicks']
6000000,"['Romance', 'Comedy', 'Drama']",en,0,90.0,Don Jon,['Joseph Gordon-Levitt']
5500000,['Western'],en,15700000,105.0,High Plains Drifter,['Clint Eastwood']
7000000,"['Comedy', 'Drama']",en,0,111.0,Ghost World,['Terry Zwigoff']
0,"['Drama', 'Romance']",en,0,91.0,Iris,['Richard Eyre']
5500000,"['Comedy', 'Science Fiction']",en,4865000,95.0,Galaxina,['William Sachs']
0,['Drama'],fr,0,96.0,The Chorus,['Christophe Barratier']
4361898,"['Comedy', 'Romance']",en,3031801,92.0,Mambo Italiano,['Émile Gaudreault']
5000000,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,2466444,104.0,Wonderland,['James Cox']
6500000,['Drama'],en,37295445,120.0,Do the Right Thing,['Spike Lee']
0,['Drama'],en,0,99.0,Harvard Man,['James Toback']
3850000,"['Drama', 'Comedy']",fr,0,93.0,Le Havre,['Aki Kaurismäki']
0,"['Drama', 'Thriller', 'Crime', 'Mystery']",fr,792,97.0,Irreversible,['Gaspar Noé']
5500000,"['Comedy', 'Drama']",ja,0,100.0,R100,['Hitoshi Matsumoto']
2200000,['Drama'],hi,11502151,157.0,Rang De Basanti,['Rakeysh Omprakash Mehra']
0,['Drama'],en,0,90.0,Animals,['Collin Schiffli']
8000000,"['Comedy', 'Thriller', 'Action', 'Drama']",en,0,96.0,Salvation Boulevard,['George Ratliff']
0,['Comedy'],en,0,96.0,The Ten,['David Wain']
0,"['Drama', 'Comedy', 'Foreign']",en,0,90.0,A Room for Romeo Brass,['Shane Meadows']
0,"['Thriller', 'Crime']",en,15699707,100.0,Headhunters,['Morten Tyldum']
0,"['Science Fiction', 'Comedy', 'Thriller', 'Horror']",en,0,94.0,Grabbers,['Jon Wright']
0,"['Comedy', 'Drama']",en,0,95.0,Saint Ralph,['Michael McGowan']
5500000,['Drama'],en,5000000,120.0,Miss Julie,['Liv Ullmann']
5100000,"['Science Fiction', 'Drama', 'Fantasy', 'Romance']",en,0,103.0,Somewhere in Time,['Jeannot Szwarc']
0,"['Drama', 'Action', 'Crime', 'Foreign']",hi,0,130.0,Dum Maaro Dum,['Rohan Sippy']
5000000,"['Horror', 'Thriller']",en,0,106.0,Insidious: Chapter 2,['James Wan']
4000000,['Horror'],en,152925093,92.0,Saw II,['Darren Lynn Bousman']
15000000,"['Thriller', 'Science Fiction', 'Drama']",en,108286421,103.0,10 Cloverfield Lane,['Dan Trachtenberg']
5000000,"['Documentary', 'Comedy']",en,64282312,87.0,Jackass: The Movie,['Jeff Tremaine']
4900000,"['Horror', 'Thriller']",en,44107032,81.0,Lights Out,['David F. Sandberg']
5000000,['Horror'],en,205703818,83.0,Paranormal Activity 3,"['Henry Joost', 'Ariel Schulman']"
5000000,['Horror'],en,103590271,89.0,Ouija,['Stiles White']
5000000,"['Horror', 'Thriller']",en,44793222,96.0,A Nightmare on Elm Street 3: Dream Warriors,['Chuck Russell']
5500000,"['Comedy', 'Drama']",es,99067206,115.0,Instructions Not Included,['Eugenio Derbez']
5000000,['Horror'],en,142817992,95.0,Paranormal Activity 4,"['Henry Joost', 'Ariel Schulman']"
4100000,['Drama'],en,36000000,135.0,The Robe,['Henry Koster']
5000000,['Comedy'],en,41833347,113.0,The Return of the Pink Panther,['Blake Edwards']
11000000,"['Horror', 'Thriller', 'Comedy']",en,34872033,89.0,Freddy's Dead: The Final Nightmare,['Rachel Talalay']
8000000,"['Crime', 'Drama']",en,60378584,110.0,Monster,['Patty Jenkins']
5000000,"['Adventure', 'Drama', 'Science Fiction']",en,28200000,127.0,"20,000 Leagues Under the Sea",['Richard Fleischer']
5000000,"['Horror', 'Thriller']",en,86362372,84.0,Paranormal Activity: The Marked Ones,['Christopher B. Landon']
5000000,"['Drama', 'History']",en,26010864,124.0,The Elephant Man,['David Lynch']
5000000,"['Drama', 'History']",en,55198285,117.0,Dallas Buyers Club,['Jean-Marc Vallée']
3300000,"['Thriller', 'Horror']",en,64110728,83.0,The Lazarus Effect,['David Gelb']
9000000,"['Mystery', 'Thriller']",en,39723096,113.0,Memento,['Christopher Nolan']
5000000,['Horror'],en,44030246,104.0,Oculus,['Mike Flanagan']
5000000,['Comedy'],en,26888376,97.0,Clerks II,['Kevin Smith']
5000000,"['Drama', 'Comedy', 'Music']",en,110000000,110.0,Billy Elliot,['Stephen Daldry']
4600000,"['Comedy', 'Drama']",en,23198652,103.0,The Way Way Back,"['Nat Faxon', 'Jim Rash']"
0,['Comedy'],en,0,94.0,House Party 2,"['Doug McHenry', 'George Jackson']"
3500000,"['Family', 'Drama', 'Action', 'Western', 'Romance']",en,20659423,104.0,The Man from Snowy River,['George T. Miller']
0,"['Animation', 'Family', 'Comedy']",en,0,77.0,Doug's 1st Movie,['Maurice Joyce']
5000000,['Drama'],en,0,134.0,The Apostle,['Robert Duvall']
0,['Drama'],en,0,129.0,Mommie Dearest,['Frank Perry']
10000000,"['Comedy', 'Drama']",en,17273593,90.0,Our Idiot Brother,['Jesse Peretz']
5000000,"['Action', 'Drama']",en,24804129,134.0,Race,['Stephen Hopkins']
0,['Drama'],en,0,104.0,The Players Club,['Ice Cube']
5000000,"['Horror', 'Thriller']",en,40100000,93.0,"As Above, So Below",['John Erick Dowdle']
0,"['Drama', 'Thriller']",en,0,105.0,Addicted,['Bille Woodruff']
0,['Drama'],en,0,109.0,Eve's Bayou,['Kasi Lemmons']
5000000,['Drama'],en,43884652,99.0,Still Alice,"['Richard Glatzer', 'Wash Westmoreland']"
5000000,"['History', 'Drama']",en,15000000,139.0,The Egyptian,['Michael Curtiz']
5000000,"['Action', 'Crime', 'Thriller']",en,19905359,99.0,Nighthawks,['Bruce Malmuth']
5000000,"['Horror', 'Thriller']",en,14000000,100.0,Friday the 13th Part VIII: Jason Takes Manhattan,['Rob Hedden']
5000000,"['Comedy', 'Drama', 'Romance']",en,368744044,95.0,My Big Fat Greek Wedding,['Joel Zwick']
5000000,"['Drama', 'Crime']",en,31724284,94.0,Spring Breakers,['Harmony Korine']
5000000,"['Horror', 'Thriller']",en,15116634,88.0,Halloween: The Curse of Michael Myers,['Joe Chappelle']
5000000,"['Drama', 'Romance']",es,33616692,106.0,Y Tu Mamá También,['Alfonso Cuarón']
4000000,"['Horror', 'Comedy']",en,30039392,99.0,Shaun of the Dead,['Edgar Wright']
0,"['Drama', 'Horror']",en,0,82.0,The Haunting of Molly Hartley,['Mickey Liddell']
5000000,"['Drama', 'Mystery', 'Romance']",en,13269963,135.0,Lone Star,['John Sayles']
5000000,"['Horror', 'Thriller']",en,17768757,88.0,Halloween 4: The Return of Michael Myers,['Dwight H. Little']
5000000,"['Horror', 'Mystery']",en,0,89.0,April Fool's Day,['Fred Walton']
0,"['Comedy', 'Drama']",en,0,110.0,Diner,['Barry Levinson']
5000000,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Western']",en,12232628,107.0,Lone Wolf McQuade,['Steve Carver']
5000000,"['Horror', 'Thriller', 'Science Fiction']",en,25562924,86.0,Apollo 18,['Gonzalo López-Gallego']
5000000,"['Comedy', 'Drama']",en,16174377,102.0,Sunshine Cleaning,['Christine Jeffs']
5000000,"['Action', 'Thriller']",en,54418872,103.0,No Escape,['John Erick Dowdle']
0,"['Action', 'Fantasy']",en,14056528,118.0,The Beastmaster,['Don Coscarelli']
5000000,"['Drama', 'History', 'Romance', 'War']",en,12200000,139.0,Solomon and Sheba,['King Vidor']
20000000,"['Romance', 'Comedy']",en,21164799,92.0,Fifty Shades of Black,['Michael Tiddes']
0,"['Drama', 'Romance']",en,0,99.0,Not Easily Broken,['Bill Duke']
4,"['Drama', 'Romance', 'War']",en,25,89.0,A Farewell to Arms,['Frank Borzage']
0,"['Comedy', 'Romance']",en,0,96.0,The Perfect Match,['Bille Woodruff']
5500000,"['Fantasy', 'Animation', 'Science Fiction', 'Family']",en,0,82.0,Digimon: The Movie,"['Mamoru Hosoda', 'Shigeyasu Yamauchi']"
0,"['Comedy', 'Drama']",en,0,92.0,Saved!,['Brian Dannelly']
8000000,"['Comedy', 'Crime', 'Drama']",fr,3432342,99.0,The Barbarian Invasions,['Denys Arcand']
0,"['Action', 'Adventure', 'Drama', 'Romance']",en,0,106.0,Robin and Marian,['Richard Lester']
5000000,"['Action', 'Adventure', 'Horror', 'Thriller']",en,0,90.0,The Forsaken,['J.S. Cardone']
5000000,"['Action', 'Adventure', 'War', 'Thriller']",en,7230000,118.0,Force 10 from Navarone,['Guy Hamilton']
5000000,['Comedy'],en,0,97.0,UHF,['Jay Levey']
0,['Comedy'],en,6538177,94.0,Grandma's Boy,['Nicholaus Goossen']
5000000,"['Comedy', 'Drama']",en,0,91.0,Slums of Beverly Hills,['Tamara Jenkins']
5000000,['Western'],it,5321508,175.0,Once Upon a Time in the West,['Sergio Leone']
5000000,"['Action', 'Comedy', 'Thriller']",en,5476060,94.0,Made,['Jon Favreau']
5000000,"['Science Fiction', 'Drama']",en,9760104,97.0,Moon,['Duncan Jones']
0,['Comedy'],en,0,90.0,Keeping Up with the Steins,['Scott Marshall']
5000000,['Documentary'],en,4074023,41.0,Sea Rex 3D: Journey to a Prehistoric World,"['Ronan Chapalain', 'Pascal Vuong']"
5000000,['Drama'],en,3263585,112.0,The Sweet Hereafter,['Atom Egoyan']
4000000,"['Drama', 'History']",fr,41424067,120.0,Of Gods and Men,['Xavier Beauvois']
5000000,"['Comedy', 'Drama']",en,4040588,110.0,Bottle Shock,['Randall Miller']
0,"['Comedy', 'Horror', 'Science Fiction']",en,0,87.0,Jekyll and Hyde ... Together Again,['Jerry Belson']
5000000,"['Drama', 'Fantasy']",en,3049135,99.0,Heavenly Creatures,['Peter Jackson']
5000000,['Drama'],en,4842699,121.0,90 Minutes in Heaven,['Michael Polish']
5000000,"['Comedy', 'Drama', 'Romance']",en,2614773,97.0,Everything Must Go,['Dan Rush']
5000000,"['Comedy', 'Crime', 'Mystery', 'Thriller']",en,1980338,116.0,Zero Effect,['Jake Kasdan']
5000000,"['Thriller', 'Drama']",en,8203235,101.0,The Machinist,['Brad Anderson']
5000000,"['Drama', 'Crime']",en,0,103.0,Light Sleeper,['Paul Schrader']
5000000,"['Thriller', 'Crime', 'Drama', 'Mystery']",en,2450846,112.0,Kill the Messenger,['Michael Cuesta']
5000000,['Drama'],en,5129058,91.0,Rabbit Hole,['John Cameron Mitchell']
5000000,"['Comedy', 'Drama', 'Crime']",en,742898,98.0,Party Monster,"['Fenton Bailey', 'Randy Barbato']"
5000000,"['Horror', 'Crime', 'Thriller']",en,3220371,95.0,Green Room,['Jeremy Saulnier']
5000000,"['Comedy', 'Drama', 'Romance']",en,0,88.0,The Oh in Ohio,['Billy Kent']
5000000,"['Drama', 'Science Fiction', 'Mystery']",en,846704,99.0,Atlas Shrugged Part III: Who is John Galt?,['James Manera']
7000000,"['Comedy', 'Crime', 'Drama']",en,560069,91.0,Bottle Rocket,['Wes Anderson']
6000000,"['Crime', 'Drama', 'Thriller']",en,0,97.0,Albino Alligator,['Kevin Spacey']
0,"['Drama', 'Foreign', 'History']",hi,0,136.0,"Gandhi, My Father",['Feroz Abbas Khan']
0,['Documentary'],en,0,117.0,Standard Operating Procedure,['Errol Morris']
0,['Drama'],en,0,94.0,Out of the Blue,['Dennis Hopper']
5000000,"['Comedy', 'Horror']",en,5476793,89.0,Tucker and Dale vs Evil,['Eli Craig']
0,"['Drama', 'Romance']",en,0,92.0,"Lovely, Still",['Nicholas Fackler']
0,"['Action', 'Drama', 'Romance']",en,0,128.0,Tycoon,['Richard Wallace']
0,"['Comedy', 'Drama']",en,0,90.0,Desert Blue,['Morgan J. Freeman']
5000000,"['Horror', 'Science Fiction', 'Thriller']",en,0,95.0,Decoys,['Matthew Hastings']
5000000,"['Horror', 'Thriller']",en,98450062,94.0,The Visit,['M. Night Shyamalan']
5000000,"['Drama', 'War']",en,782102,90.0,Redacted,['Brian De Palma']
0,"['Romance', 'Thriller']",de,0,95.0,Fascination,['Klaus Menzel']
5000000,"['Horror', 'Thriller', 'Science Fiction']",en,0,91.0,Area 51,['Oren Peli']
5000000,['Thriller'],es,0,107.0,Sleep Tight,['Jaume Balagueró']
0,"['Horror', 'Comedy', 'Crime', 'Thriller']",en,0,92.0,The Cottage,['Paul Andrew Williams']
0,"['Drama', 'Fantasy', 'Comedy']",en,0,87.0,Dead Like Me: Life After Death,['Stephen Herek']
0,"['Comedy', 'Documentary']",en,0,80.0,Farce of the Penguins,['Bob Saget']
0,['Drama'],en,0,95.0,Flying By,[]
5000000,"['Music', 'Drama', 'Comedy']",en,0,105.0,Rudderless,['William H. Macy']
5000000,"['Family', 'Animation']",en,0,67.0,Henry & Me,['Barrett Esposito']
0,"['Romance', 'Comedy']",en,0,95.0,Christmas Eve,['Mitch Davis']
0,"['TV Movie', 'Crime', 'Drama', 'Thriller']",en,0,89.0,We Have Your Husband,['Eric Bross']
15000000,"['Thriller', 'Drama']",en,0,94.0,Dying of the Light,['Paul Schrader']
0,"['Action', 'Thriller', 'War']",en,0,109.0,Born Of War,['Vicky Jewson']
5000000,"['Drama', 'Action', 'Thriller', 'Science Fiction']",en,0,123.0,Capricorn One,['Peter Hyams']
0,"['Comedy', 'Drama']",en,0,0.0,Should've Been Romeo,['Marcia Bennett']
0,['Family'],en,0,88.0,Running Forever,[]
